Average Response Time,Request Type,Frequency,Size
14.789196662604809,0,1,1
5.889284890145063,0,1,1
5.324266850948334,0,1,1
4.531220067292452,0,1,1
4.508342128247023,0,1,1
5.665890872478485,0,1,1
7.6386770233511925,0,1,1
10.621724184602499,0,1,1
17.588378861546516,0,1,1
21.872304379940033,0,1,1
11.098221875727177,0,1,1
16.71065902337432,0,1,1
6.002454087138176,0,1,1
12.270873878151178,0,1,1
8.135634008795023,0,1,1
23.072133772075176,0,1,1
4.225894808769226,0,1,1
5.116006825119257,0,1,1
6.858804728835821,0,1,1
4.528680816292763,0,1,1
13.99416709318757,0,1,1
4.586471244692802,0,1,1
13.28037679195404,0,1,1
7.439150009304285,0,1,1
6.960547994822264,0,1,1
4.59824874997139,0,1,1
9.895001072436571,0,1,1
17.0654421672225,0,1,1
6.909160874783993,0,1,1
19.210487138479948,0,1,1
6.968011148273945,0,1,1
11.35186292231083,0,1,1
8.500359952449799,0,1,1
10.923717636615038,0,1,1
6.255765911191702,0,1,1
24.61730409413576,0,1,1
25.118473917245865,0,1,1
5.072581116110086,0,1,1
6.5830172970891,0,1,1
11.927201878279448,0,1,1
6.352708209306002,0,1,1
7.413375657051802,0,1,1
5.0652241334319115,0,1,1
5.656147841364145,0,1,1
6.46637286990881,0,1,1
7.920113857835531,0,1,1
6.159317214041948,0,1,1
4.2244382202625275,0,1,1
16.965419985353947,0,1,1
8.946984075009823,0,1,1
12.96705100685358,0,1,1
27.301369234919548,0,1,1
8.491782937198877,0,1,1
4.925789311528206,0,1,1
6.278864108026028,0,1,1
21.96898777037859,0,1,1
19.422288984060287,0,1,1
6.3374582678079605,0,1,1
5.514173768460751,0,1,1
16.0884577780962,0,1,1
30.747876036912203,0,1,1
16.6965089738369,0,1,1
6.4676678739488125,0,1,1
15.370181296020746,0,1,1
8.406690787523985,0,1,1
6.590614095330238,0,1,1
5.679861176759005,0,1,1
6.297610234469175,0,1,1
4.509669728577137,0,1,1
6.684690248221159,0,1,1
22.879891097545624,0,1,1
4.546786192804575,0,1,1
10.070657823234797,0,1,1
4.422247409820557,0,1,1
33.36708527058363,0,1,1
9.454523678869009,0,1,1
7.097392808645964,0,1,1
4.983347374945879,0,1,1
11.204013135284185,0,1,1
9.852211456745863,0,1,1
5.623349919915199,0,1,1
21.856372244656086,0,1,1
5.293461959809065,0,1,1
13.028503861278296,0,1,1
7.883897051215172,0,1,1
12.673248071223497,0,1,1
5.191051866859198,0,1,1
8.0225495621562,0,1,1
5.506064277142286,0,1,1
15.668401960283518,0,1,1
6.780256051570177,0,1,1
15.240036882460117,0,1,1
9.750629775226116,0,1,1
5.980083718895912,0,1,1
6.03058934211731,0,1,1
4.8088510520756245,0,1,1
9.316714014858007,0,1,1
32.080447766929865,0,1,1
4.735601134598255,0,1,1
7.347580045461655,0,1,1
17.517060041427612,0,1,1
8.406716864556074,0,1,1
5.0889658741652966,0,1,1
5.224272608757019,0,1,1
6.315415259450674,0,1,1
7.779085077345371,0,1,1
9.79754002764821,0,1,1
6.654968950897455,0,1,1
6.854107603430748,0,1,1
6.168861873447895,0,1,1
7.389876060187817,0,1,1
37.093267776072025,0,1,1
7.97298876568675,0,1,1
7.334188558161259,0,1,1
19.169548060745,0,1,1
9.256206918507814,0,1,1
6.342882756143808,0,1,1
22.094115149229765,0,1,1
19.236149732023478,0,1,1
6.808070000261068,0,1,1
7.360246032476425,0,1,1
14.769410248845816,0,1,1
5.241424310952425,0,1,1
6.62500923499465,0,1,1
5.240795202553272,0,1,1
17.771902959793806,0,1,1
4.5268419198691845,0,1,1
5.496032070368528,0,1,1
11.08391722664237,0,1,1
6.095704156905413,0,1,1
20.458707120269537,0,1,1
8.34678765386343,0,1,1
21.994595881551504,0,1,1
18.430783413350582,0,1,1
21.10835211351514,0,1,1
20.47149231657386,0,1,1
22.898237220942974,0,1,1
18.236472737044096,0,1,1
5.6624640710651875,0,1,1
15.019279904663563,0,1,1
8.02614213898778,0,1,1
5.701711867004633,0,1,1
5.41421165689826,0,1,1
14.086951036006212,0,1,1
5.161479115486145,0,1,1
12.658603023737669,0,1,1
5.066486075520515,0,1,1
5.909338127821684,0,1,1
5.8913701213896275,0,1,1
6.965352687984705,0,1,1
27.051720302551985,0,1,1
5.67609304562211,0,1,1
5.269956309348345,0,1,1
8.68157297372818,0,1,1
28.74534111469984,0,1,1
8.15574498847127,0,1,1
7.228510919958353,0,1,1
7.011177018284798,0,1,1
5.804778076708317,0,1,1
5.150868091732264,0,1,1
16.433469019830227,0,1,1
20.48028027638793,0,1,1
5.408358294516802,0,1,1
4.935131873935461,0,1,1
33.29985402524471,0,1,1
5.353267770260572,0,1,1
7.89860961958766,0,1,1
5.194877739995718,0,1,1
7.255540229380131,0,1,1
17.676040064543486,0,1,1
20.603039767593145,0,1,1
27.740925084799528,0,1,1
4.145968239754438,0,1,1
8.85941181331873,0,1,1
20.983288064599037,0,1,1
13.074202928692102,0,1,1
20.007010083645582,0,1,1
21.116874180734158,0,1,1
5.241554696112871,0,1,1
6.907015573233366,0,1,1
4.639289807528257,0,1,1
5.4307677783071995,0,1,1
5.035588052123785,0,1,1
6.450871005654335,0,1,1
4.362097941339016,0,1,1
13.854000251740217,0,1,1
6.063402164727449,0,1,1
23.844582028687,0,1,1
14.693529345095158,0,1,1
5.128805059939623,0,1,1
8.252177853137255,0,1,1
5.791681818664074,0,1,1
7.352952379733324,0,1,1
17.63726631179452,0,1,1
10.838309302926064,0,1,1
5.294754169881344,0,1,1
11.047786101698875,0,1,1
13.821710366755724,0,1,1
5.076652858406305,0,1,1
5.027588922530413,0,1,1
22.851004265248775,0,1,1
6.628252100199461,0,1,1
7.688773330301046,0,1,1
7.944909855723381,0,1,1
19.306114874780178,0,1,1
5.410537123680115,0,1,1
4.502836149185896,0,1,1
4.957705270498991,0,1,1
11.161090340465307,0,1,1
15.394383110105991,0,1,1
